0,-0.030149944,-0.081466855,-0.055640418,0.290985927,1.014026778,-0.565760093,0.134558859,-0.178272079,0.541752326,-0.061006438,0.238044873,0.330681931,-0.93021182,0.454121842,-0.438882724,0.71669197,1.085886438,0.848237898,0.515599647,0.308763122,-0.295483878,-0.168995325,-0.192359136,-0.710479168,0.04258977,0.666435446,-0.337011964,0.185858943,-0.104130809,-0.040036983,4501.0,0.0
1,-0.07258332,-0.521695864,0.259964936,-0.011177776,0.134216879,-1.6883492,1.350582984,2.1044565,0.522294647,0.041135213,1.618938169,2.542741188,-0.524872248,0.472005205,-0.008906807,0.418168543,1.47241257,0.62196714,0.143799682,0.258465045,-0.137772814,1.343181184,-0.368299944,-0.98724396,0.00046366,2.084342472,0.680104806,0.246420475,1.310654314,1.276077806,1300.0,0.0
2,-0.255889473,0.068383808,-0.132816001,0.205555896,1.384571548,-0.293479973,0.441667621,0.346538501,0.847293066,-0.225142256,0.20287538,0.61280201,-0.684271496,0.691662162,0.544120561,0.719516712,1.51048453,0.100819437,0.424290735,0.062105964,-0.148240516,-0.114002754,-0.042040008,0.621017824,-0.176755446,0.240634512,-0.63474066,-0.834261511,-0.346947098,-0.252146103,5919.0,0.0
3,0.049082105,1.040670613,-0.465159081,0.23798357,0.637184828,-0.679596272,0.074076179,0.055261802,0.381131856,-0.164105656,0.730855583,0.512801568,-0.691095802,0.536494108,-0.661677617,0.959851937,1.815652859,0.466133405,0.447413416,-0.147895746,-0.460425448,-0.323728619,-0.140570836,-0.26829382,0.064615237,0.279902829,0.147448372,1.970763641,-0.319077154,-0.104268191,16412.0,0.0
4,-0.032998976,-0.20971016,-0.475378927,0.021290659,0.131059644,-2.9774061,0.715542741,2.016582363,0.031637784,0.234127218,-0.719600155,0.912019629,-1.188644724,0.141297617,0.557074151,0.849861065,-0.052394788,0.676957714,0.455813501,0.737946181,-0.60131329,-0.762882781,-0.125966854,-0.271961708,0.105468707,2.139062785,-0.327786187,-1.045507294,-0.596658621,-0.130660274,12258.0,0.0
5,0.252479343,-0.259362372,-0.035723095,-0.058943711,0.284623953,-1.114546253,0.403800575,0.087775519,0.691188683,-0.117514532,0.811031243,1.056738238,-0.33171077,1.119057304,-0.266941178,0.80239171,-0.968554254,0.550794458,0.241147946,0.164658348,-0.043199491,-0.022064244,-0.243977225,-0.536549752,0.207092035,-0.720256684,-0.607527246,0.281368826,-0.207481279,-0.047077282,13825.0,0.0
6,0.258441131,0.569989538,-0.458740173,0.021003611,1.06790814,-0.598372424,-0.095513411,0.772080483,0.007621137,-0.432787658,0.079319706,1.071238148,0.022051955,1.527965807,0.698302617,0.747585926,0.589327122,0.015731036,0.331289014,1.661798447,-1.816402716,-1.111785309,0.374060111,-0.767017931,0.155650109,-0.082609825,0.35380567,-1.116985708,-0.060631709,-0.023016582,15803.0,0.0
7,-0.035407368,-0.1793329,-0.209566326,0.450670607,1.046305274,-1.942387763,0.328854306,0.242840134,0.49261173,-0.029917102,0.606565512,0.138119567,-1.654009193,1.048583478,1.091424418,0.579528583,-0.632361854,1.336851919,0.172738472,0.028448139,-1.167360671,-0.201613837,-0.178456657,-0.602732246,0.013216307,1.091348949,-0.723162212,1.437322036,-0.084036977,0.154882816,18494.0,0.0
8,0.386095656,-0.074756029,-0.050547529,-0.279557483,1.197913663,-0.672690021,0.499771049,-0.252495902,1.001085186,-0.211902577,0.120995886,0.375404102,-1.139085918,0.340786625,-0.891381222,1.038898607,0.031622634,0.469679308,0.27510275,0.191194141,-1.026294875,-0.418459943,-0.067540417,0.074925969,-0.398112701,0.787587105,0.812543711,-1.145439908,-0.347679595,0.103359138,11468.0,0.0
9,-0.280073528,0.97073008,-0.451467559,0.15762003,0.444218693,-0.030762078,1.111793446,2.635097802,0.106654984,0.126751778,0.482211622,0.860617333,-1.126520925,0.609299932,0.06349126,0.567051737,-0.169022842,1.209145243,0.184797424,0.48866655,-0.63078152,-0.196522205,-0.158859109,-0.401864187,-0.016832395,2.202307206,0.67470451,-0.050568652,-0.186504558,-0.028729372,10780.0,0.0
